userId,itemId
1,0
3,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
3,1
15,1
16,1
18,1
19,1
4,1
20,1
21,1
22,1
23,1
25,1
26,1
6,1
27,1
28,1
29,1
11,1
31,2
1,2
33,2
34,2
3,2
35,2
36,2
37,2
38,2
5,2
41,2
43,2
4,2
24,2
26,2
46,2
47,2
48,2
49,2
50,2
52,2
53,2
54,2
55,2
56,2
57,3
41,3
39,3
3,3
59,3
60,3
61,3
62,3
18,3
64,3
65,3
51,3
66,3
67,4
68,4
19,4
15,4
70,4
4,4
46,4
7,4
59,4
22,4
74,5
1,5
75,5
76,5
77,5
15,5
79,5
81,5
82,5
83,5
7,5
84,5
85,5
3,5
86,5
87,5
12,5
3,6
89,6
90,6
91,6
92,6
95,6
97,6
99,7
100,7
76,7
19,7
89,7
3,7
102,7
59,7
103,7
91,7
40,7
104,7
4,7
93,7
64,7
108,7
0,8
19,8
3,8
110,8
111,8
112,8
113,8
114,8
115,8
116,8
27,8
117,8
118,8
119,8
106,8
120,8
12,8
64,8
121,8
122,8
123,9
125,9
126,9
127,9
129,9
105,9
130,9
131,9
62,9
112,9
132,9
134,9
135,10
136,10
137,10
140,10
123,10
141,10
142,10
145,10
89,10
151,10
153,10
154,10
78,10
94,10
155,10
156,10
11,10
55,10
157,10
158,10
159,10
138,11
67,11
162,11
164,11
37,11
131,11
110,11
165,11
166,11
94,11
169,11
11,11
28,11
171,12
172,12
173,12
174,12
126,12
177,12
179,12
49,13
54,13
180,13
22,13
59,13
15,13
182,13
150,13
120,13
159,13
183,13
137,14
184,14
110,14
37,14
185,14
22,14
25,14
186,14
187,14
71,14
188,15
31,15
189,15
163,15
1,15
49,15
15,15
3,15
165,15
194,15
195,15
196,15
197,15
198,15
78,15
5,15
176,15
34,15
200,15
4,15
180,15
81,15
203,15
140,15
204,15
181,15
85,15
40,15
8,15
187,15
11,15
206,15
207,15
209,15
74,16
211,16
212,16
161,16
193,16
213,16
214,16
192,16
217,16
218,16
219,16
140,16
220,16
126,16
221,16
54,16
180,16
145,16
110,16
224,16
225,16
226,16
227,16
228,16
58,16
5,16
78,16
231,16
77,16
232,16
234,16
104,16
62,16
26,16
236,16
7,16
237,16
238,16
241,16
47,16
203,16
242,16
243,16
245,16
131,16
106,16
94,16
147,16
246,16
8,16
134,16
117,16
249,16
250,16
86,16
252,16
253,16
254,16
257,16
71,16
136,17
193,17
76,17
259,17
140,17
260,17
261,17
15,17
262,17
151,17
144,17
263,17
227,17
264,17
265,17
3,17
89,17
146,17
267,17
38,17
176,17
105,17
197,17
269,17
270,17
271,17
81,17
272,17
78,17
241,17
273,17
206,17
275,17
49,18
277,18
78,18
22,18
25,18
96,18
131,18
55,18
279,18
94,18
187,18
280,19
160,19
123,19
15,19
49,19
32,19
144,19
165,19
282,19
283,19
284,19
285,19
80,19
23,19
45,19
286,19
287,19
133,19
263,20
270,20
288,20
289,20
123,20
22,20
54,20
290,20
7,20
291,20
65,20
258,21
74,21
212,21
221,21
200,21
292,21
293,21
148,21
106,21
295,21
296,21
132,21
297,21
298,21
248,21
281,22
34,22
2,22
165,22
3,22
41,22
59,22
236,22
36,22
15,22
302,22
241,22
303,22
71,22
304,22
56,22
30,22
306,23
3,23
308,23
240,23
109,23
311,23
62,23
312,23
116,23
92,23
299,23
34,23
94,23
171,24
270,24
314,24
267,24
5,24
58,24
59,24
315,24
316,24
317,24
168,24
318,24
11,24
169,24
319,24
236,25
320,25
323,25
165,25
324,25
326,25
327,25
5,25
328,25
94,25
114,25
46,25
316,25
155,25
271,25
92,25
329,25
318,25
9,25
55,25
331,25
272,25
332,26
191,26
67,26
335,26
336,26
260,26
143,26
337,26
338,26
339,26
59,26
340,26
96,26
203,26
272,26
341,26
139,27
76,27
342,27
307,27
239,27
5,27
58,27
106,27
59,27
35,27
345,27
229,27
346,27
347,27
94,27
318,27
341,27
57,28
349,28
3,28
79,28
111,28
54,28
40,28
49,28
5,28
96,28
65,28
104,28
87,28
194,29
13,29
352,29
354,29
0,29
3,29
356,29
165,29
358,30
3,30
96,30
278,30
247,30
123,30
360,30
103,30
90,30
1,30
361,30
362,30
30,30
29,31
35,31
363,31
278,31
5,31
364,31
248,31
365,31
255,31
37,32
325,32
366,32
3,32
41,32
240,32
369,32
307,32
370,32
317,32
62,32
272,32
18,32
31,32
348,32
372,32
373,32
376,32
377,32
378,32
379,32
143,32
381,32
56,32
382,32
383,32
384,32
47,32
192,33
385,33
35,33
20,33
266,33
36,33
80,33
317,33
155,33
275,33
361,33
62,33
65,33
203,33
365,33
123,34
135,34
322,34
387,34
32,34
339,34
221,34
15,34
222,34
164,34
389,34
146,34
89,34
165,34
282,34
111,34
324,34
126,34
391,34
392,34
393,34
36,34
198,34
43,34
230,34
368,34
266,34
395,34
152,34
270,34
396,34
327,34
46,34
59,34
178,34
23,34
45,34
1,34
82,34
97,34
397,34
398,34
205,34
400,34
95,34
92,34
401,34
402,34
120,34
273,34
403,34
404,34
316,34
157,34
55,34
405,34
158,34
256,34
331,34
406,34
407,34
160,35
15,35
57,35
3,35
408,35
134,35
81,35
119,35
409,35
192,36
411,36
194,36
412,36
3,36
38,36
5,36
414,36
94,36
66,36
415,36
416,36
239,36
53,36
275,36
47,36
170,37
333,37
212,37
239,37
58,37
200,37
130,37
104,37
418,37
94,37
419,37
269,37
87,37
187,37
219,38
191,38
49,38
349,38
33,38
80,38
420,38
71,38
5,38
423,38
410,39
74,39
424,39
425,39
426,39
150,39
77,39
429,39
68,39
5,39
91,39
430,39
420,39
431,39
154,39
191,39
432,39
236,40
74,40
259,40
5,40
242,40
111,40
231,40
154,40
420,40
435,40
25,40
297,40
74,41
315,41
335,41
293,41
385,41
165,41
19,41
24,41
185,41
154,41
152,41
369,41
80,41
60,41
270,41
59,41
94,41
50,41
47,41
97,41
402,41
65,41
376,41
244,41
62,41
143,41
438,41
92,41
439,41
30,41
237,41
303,41
86,41
51,41
440,41
305,41
334,42
191,42
68,42
338,42
173,42
202,42
179,42
59,42
397,42
60,42
71,42
442,43
335,43
444,43
100,43
388,43
445,43
447,43
363,43
429,43
325,43
449,43
5,43
58,43
450,43
343,43
452,43
239,43
22,43
336,43
315,43
153,43
456,43
7,43
272,43
377,43
457,43
245,43
458,43
431,43
27,43
243,43
405,43
406,43
171,44
138,44
70,44
110,44
5,44
165,44
173,44
101,44
284,44
34,44
36,44
464,44
15,44
466,44
309,44
269,44
23,44
371,44
245,44
155,44
469,44
297,44
470,44
249,44
471,44
305,44
236,45
219,45
315,45
33,45
472,45
385,45
473,45
321,45
474,45
37,45
16,45
293,45
307,45
5,45
436,45
94,45
96,45
420,45
477,45
23,45
348,45
341,45
480,45
51,45
255,45
470,45
319,45
484,45
54,46
231,46
39,46
202,46
313,46
3,46
59,46
155,46
34,46
316,46
103,46
240,46
241,46
147,46
11,46
254,46
124,46
15,47
325,47
485,47
143,47
81,47
177,47
486,47
92,47
43,47
50,47
94,47
40,47
11,47
3,47
487,47
22,47
30,47
74,48
488,48
219,48
49,48
385,48
110,48
164,48
155,48
180,48
26,48
469,48
489,48
319,48
94,48
259,49
171,49
148,49
490,49
141,49
127,49
112,49
491,49
285,49
318,49
309,49
272,49
155,49
254,49
94,49
188,50
252,50
101,50
201,50
58,50
15,50
134,50
289,50
269,50
272,50
22,50
371,50
59,50
290,50
404,50
234,50
405,50
188,51
492,51
195,51
5,51
493,51
462,51
23,51
479,51
51,51
494,51
309,51
347,51
411,52
321,52
495,52
193,52
496,52
425,52
78,52
5,52
497,52
293,52
143,52
367,52
498,52
499,52
152,52
212,52
234,52
96,52
48,52
479,52
106,52
371,52
178,52
351,52
415,52
461,53
111,53
36,53
106,53
147,53
239,53
94,53
80,53
330,53
407,53
419,53
74,54
49,54
219,54
327,54
231,54
501,54
502,54
503,54
156,54
90,54
489,54
5,54
469,54
26,54
170,55
411,55
137,55
504,55
220,55
5,55
39,55
106,55
505,55
302,55
284,55
87,55
301,55
114,55
506,55
507,55
40,55
93,55
508,55
11,55
42,55
71,55
110,56
223,56
128,56
57,56
509,56
390,56
227,56
106,56
40,56
457,56
480,56
273,56
487,56
28,56
52,56
47,56
19,57
5,57
165,57
191,57
59,57
47,57
154,57
4,57
435,57
169,57
375,57
273,57
7,57
51,57
107,57
303,57
87,57
30,57
71,57
170,58
190,58
512,58
193,58
472,58
321,58
138,58
315,58
220,58
15,58
34,58
146,58
502,58
274,58
263,58
33,58
386,58
151,58
106,58
307,58
464,58
486,58
515,58
516,58
155,58
36,58
318,58
373,58
22,58
341,58
508,58
249,58
235,58
94,58
384,58
32,59
151,59
34,59
132,59
274,59
318,59
250,59
131,59
94,59
30,59
305,59
43,59
210,60
219,60
129,60
74,60
77,60
518,60
321,60
220,60
198,60
519,60
5,60
239,60
110,60
499,60
229,60
430,60
520,60
112,60
242,60
240,60
270,60
19,60
180,60
491,60
521,60
522,60
350,60
58,60
178,60
275,60
468,60
41,60
301,60
65,60
331,60
432,60
10,60
523,60
470,60
315,61
57,61
525,61
91,61
454,61
96,61
396,61
237,61
55,61
362,61
527,62
529,62
530,62
19,62
323,62
532,62
115,62
274,62
418,62
534,62
535,62
410,63
74,63
424,63
425,63
537,63
427,63
495,63
530,63
539,63
191,64
37,64
100,64
101,64
390,64
343,64
96,64
59,64
436,64
469,64
297,64
28,64
134,64
106,64
10,64
541,64
131,64
75,65
472,65
37,65
40,65
269,65
96,65
400,65
458,65
106,65
171,66
201,66
32,66
498,66
143,66
232,66
59,66
210,67
339,67
146,67
147,67
140,67
478,67
15,67
187,67
460,67
208,67
214,68
193,68
188,68
267,68
262,68
172,68
520,68
106,68
121,68
544,68
411,69
545,69
210,69
192,69
212,69
32,69
213,69
140,69
465,69
147,69
148,69
547,69
101,69
505,69
200,69
61,69
96,69
180,69
548,69
97,69
155,69
230,69
170,70
334,70
190,70
135,70
259,70
188,70
549,70
213,70
76,70
490,70
193,70
129,70
252,70
138,70
145,70
146,70
165,70
265,70
195,70
225,70
173,70
156,70
327,70
344,70
199,70
59,70
501,70
96,70
552,70
101,70
393,70
511,70
273,70
104,70
178,70
554,70
203,70
318,70
548,70
479,70
361,70
117,70
275,70
555,70
291,70
131,70
169,70
71,70
94,70
243,70
305,70
74,71
32,71
325,71
252,71
57,71
505,71
15,71
399,71
70,71
164,71
195,71
441,71
198,71
561,71
526,71
393,71
185,71
239,71
370,71
42,71
81,71
2,71
94,71
272,71
96,71
479,71
169,71
8,71
56,71
54,71
258,72
190,72
558,72
74,72
214,72
352,72
137,72
188,72
428,72
322,72
315,72
1,72
193,72
475,72
67,72
138,72
216,72
461,72
57,72
563,72
217,72
49,72
145,72
3,72
393,72
101,72
5,72
165,72
20,72
128,72
58,72
226,72
37,72
232,72
300,72
106,72
131,72
115,72
196,72
61,72
408,72
4,72
180,72
105,72
36,72
392,72
270,72
23,72
566,72
96,72
155,72
568,72
62,72
407,72
464,72
548,72
554,72
43,72
249,72
371,72
238,72
116,72
470,72
94,72
384,72
57,73
15,73
165,73
94,73
1,73
317,73
11,73
382,73
22,73
512,74
461,74
293,74
277,74
217,74
39,74
441,74
511,74
314,74
94,74
543,74
11,74
187,74
188,75
32,75
561,75
111,75
165,75
363,75
524,75
63,75
348,75
58,75
33,75
239,75
97,75
23,75
11,75
255,75
32,76
75,76
217,76
57,76
572,76
385,76
295,76
360,76
45,76
94,76
115,76
573,76
306,76
169,76
11,76
71,76
334,77
210,77
549,77
76,77
171,77
490,77
336,77
461,77
475,77
140,77
162,77
217,77
292,77
262,77
399,77
266,77
239,77
575,77
576,77
526,77
483,77
41,77
577,77
437,77
407,77
17,77
511,77
340,77
5,77
317,77
59,77
182,77
187,77
272,77
124,77
112,77
382,77
56,77
320,78
33,78
385,78
2,78
358,78
338,78
142,78
199,78
36,78
20,78
173,78
41,78
166,78
46,78
31,78
155,78
94,78
3,78
361,78
27,78
362,78
290,78
578,78
7,78
15,79
145,79
441,79
22,79
272,79
47,79
95,79
319,79
579,80
281,80
36,80
269,80
243,80
109,80
131,80
134,80
121,80
283,80
210,81
74,81
581,81
461,81
212,81
322,81
220,81
78,81
583,81
36,81
5,81
462,81
385,81
38,81
229,81
41,81
317,81
4,81
369,81
412,81
81,81
94,81
275,81
361,81
219,81
119,81
380,81
320,82
461,82
239,82
128,82
380,82
476,82
41,82
307,82
234,82
283,82
584,82
361,82
365,82
416,82
189,83
123,83
161,83
223,83
147,83
349,83
366,83
505,83
58,83
274,83
173,83
242,83
585,83
586,83
587,83
179,83
204,83
186,83
8,83
297,83
254,83
347,83
331,83
334,84
161,84
33,84
89,84
146,84
154,84
94,84
104,84
11,84
382,84
402,84
210,85
557,85
161,85
219,85
192,85
138,85
443,85
75,85
475,85
215,85
129,85
216,85
162,85
123,85
588,85
563,85
304,85
497,85
589,85
180,85
24,85
174,85
349,85
165,85
274,85
412,85
78,85
198,85
240,85
590,85
41,85
26,85
511,85
235,85
112,85
275,85
25,85
591,85
8,85
106,85
592,85
593,85
131,85
237,85
94,85
460,85
116,85
594,85
416,85
74,86
490,86
595,86
492,86
215,86
417,86
212,86
499,86
180,86
78,86
5,86
94,86
131,86
295,86
286,86
81,86
8,86
596,86
122,86
214,87
190,87
558,87
135,87
74,87
188,87
32,87
125,87
161,87
475,87
597,87
75,87
162,87
277,87
588,87
505,87
223,87
215,87
344,87
100,87
15,87
126,87
35,87
509,87
590,87
476,87
575,87
282,87
165,87
598,87
78,87
61,87
63,87
600,87
576,87
177,87
186,87
601,87
273,87
241,87
318,87
50,87
183,87
270,87
82,87
48,87
7,87
65,87
8,87
40,87
11,87
566,87
3,87
303,87
30,87
71,87
299,87
28,87
12,87
256,87
56,87
407,87
210,88
72,88
504,88
217,88
70,88
110,88
349,88
228,88
463,88
454,88
270,88
242,88
115,88
61,88
182,88
487,88
407,88
64,88
254,88
573,88
75,89
147,89
221,89
164,89
36,89
24,89
156,89
543,89
11,89
490,90
173,90
24,90
94,90
61,90
54,90
81,90
576,90
85,90
311,90
573,90
223,91
292,91
15,91
142,91
239,91
274,91
33,91
43,91
198,91
520,91
7,91
291,91
463,91
273,91
243,91
205,91
8,91
106,91
602,91
257,91
11,91
603,91
172,92
191,92
58,92
4,92
94,92
22,92
8,92
11,92
207,92
71,92
160,93
335,93
75,93
223,93
321,93
504,93
19,93
144,93
265,93
366,93
274,93
58,93
96,93
11,93
31,94
32,94
549,94
504,94
37,94
165,94
110,94
195,94
101,94
60,94
22,94
15,94
9,94
154,94
575,94
186,94
297,94
57,94
8,94
11,94
604,94
209,94
74,95
212,95
72,95
276,95
138,95
198,95
344,95
493,95
83,95
180,95
605,95
240,95
231,95
131,95
394,95
246,95
8,95
566,95
105,95
439,95
71,95
156,95
603,95
280,96
550,96
490,96
573,96
266,96
493,96
180,96
511,96
591,96
8,96
296,96
106,96
71,96
170,97
210,97
164,97
509,97
24,97
314,97
54,97
151,97
294,97
157,97
608,98
557,98
32,98
213,98
443,98
0,98
163,98
49,98
495,98
609,98
610,98
611,98
221,98
225,98
164,98
572,98
58,98
501,98
226,98
586,98
370,98
579,98
395,98
272,98
318,98
614,98
568,98
28,98
169,98
553,98
122,98
170,99
545,99
280,99
597,99
213,99
261,99
612,99
146,99
89,99
83,99
198,99
499,99
23,99
479,99
511,99
85,99
191,100
37,100
138,100
542,100
125,100
140,100
123,100
163,100
173,100
185,100
616,100
310,100
42,100
520,100
206,100
155,100
115,100
573,100
210,101
504,101
215,101
163,101
573,101
221,101
164,101
191,101
24,101
5,101
200,101
618,102
619,102
622,102
623,102
624,102
625,102
626,102
627,102
628,102
532,102
630,102
631,102
632,102
633,102
634,102
635,102
636,102
637,102
639,102
640,102
641,102
642,102
643,102
644,102
645,102
648,102
652,102
653,102
654,102
657,102
658,102
661,102
663,102
664,102
665,102
668,103
